paragraph_id,asset_id,label,labeller,labelled_at,sample_id
33835348:p00243,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33862093:p00175,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34049898:p00390,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33937854:p00504,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33862093:p00175,dpi,false,dev,2026-09-16,training-20260915-s1
40042661:p00268,drm_ews,false,dev,2026-09-16,training-20260915-s1
40081960:p00097,data_hosting,true,dev,2026-09-16,training-20260915-s1
31167658:p00551,drm_ews,false,dev,2026-09-16,training-20260915-s1
33819086:p00191,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34022655:p00176,data_hosting,false,dev,2026-09-16,training-20260915-s1
34338772:p00717,fiber,true,dev,2026-09-16,training-20260915-s1
40109413:p00169,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33819612:p00269,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31747152:p00503,dpi,false,dev,2026-09-16,training-20260915-s1
32108178:p00207,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33937854:p00436,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33602788:p00206,access_connectivity,true,dev,2026-09-16,training-20260915-s1
31338295:p00285,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34310682:p00191,data_hosting,true,dev,2026-09-16,training-20260915-s1
33753850:p00253,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33985963:p00240,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32971756:p00314,dpi,false,dev,2026-09-16,training-20260915-s1
33819612:p00269,dpi,true,dev,2026-09-16,training-20260915-s1
31167658:p00524,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34022655:p00392,submarine_cable,false,dev,2026-09-16,training-20260915-s1
31747152:p00578,fiber,false,dev,2026-09-16,training-20260915-s1
33753850:p00164,dpi,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,data_hosting,false,dev,2026-09-16,training-20260915-s1
34397339:p00156,fiber,true,dev,2026-09-16,training-20260915-s1
31747152:p00578,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33835348:p00208,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34049907:p00546,drm_ews,false,dev,2026-09-16,training-20260915-s1
32159893:p00122,drm_ews,false,dev,2026-09-16,training-20260915-s1
34022655:p00490,data_hosting,false,dev,2026-09-16,training-20260915-s1
32626249:p00359,drm_ews,false,dev,2026-09-16,training-20260915-s1
34394311:p00138,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33118666:p00197,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31167658:p00199,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40052992:p00174,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34428613:p00135,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33844146:p00137,data_hosting,false,dev,2026-09-16,training-20260915-s1
40115059:p00663,submarine_cable,true,dev,2026-09-16,training-20260915-s1
40052992:p00160,submarine_cable,false,dev,2026-09-16,training-20260915-s1
31747152:p00371,data_hosting,false,dev,2026-09-16,training-20260915-s1
34196134:p00229,dpi,false,dev,2026-09-16,training-20260915-s1
33862093:p00216,dpi,true,dev,2026-09-16,training-20260915-s1
40077325:p00041,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32108178:p00279,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33813209:p00183,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34397339:p00159,fiber,false,dev,2026-09-16,training-20260915-s1
31866361:p00261,cybersecurity,false,dev,2026-09-16,training-20260915-s1
32971756:p00314,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33602788:p00249,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33345981:p00278,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33107441:p00628,drm_ews,true,dev,2026-09-16,training-20260915-s1
40042661:p00268,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33819086:p00191,drm_ews,false,dev,2026-09-16,training-20260915-s1
40081106:p00104,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31889872:p00190,dpi,false,dev,2026-09-16,training-20260915-s1
31747152:p00715,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33862093:p00172,access_connectivity,true,dev,2026-09-16,training-20260915-s1
32626249:p00168,data_hosting,false,dev,2026-09-16,training-20260915-s1
34397339:p00156,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33835349:p00191,data_hosting,false,dev,2026-09-16,training-20260915-s1
31889872:p00194,fiber,true,dev,2026-09-16,training-20260915-s1
32971756:p00393,cybersecurity,false,dev,2026-09-16,training-20260915-s1
31866361:p00269,dpi,true,dev,2026-09-16,training-20260915-s1
31747152:p00229,drm_ews,false,dev,2026-09-16,training-20260915-s1
31747152:p00715,data_hosting,false,dev,2026-09-16,training-20260915-s1
33812956:p00189,data_hosting,false,dev,2026-09-16,training-20260915-s1
33937854:p00438,fiber,false,dev,2026-09-16,training-20260915-s1
31747152:p00371,access_connectivity,false,dev,2026-09-16,training-20260915-s1
32108178:p00690,dpi,true,dev,2026-09-16,training-20260915-s1
33819612:p00162,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33753850:p00253,drm_ews,false,dev,2026-09-16,training-20260915-s1
34460895:p00179,dpi,false,dev,2026-09-16,training-20260915-s1
33107441:p00399,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33706639:p00296,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33862093:p00175,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33815663:p00141,submarine_cable,true,dev,2026-09-16,training-20260915-s1
33819086:p00191,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34254903:p00250,dpi,false,dev,2026-09-16,training-20260915-s1
33812956:p00195,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34022655:p00490,cybersecurity,false,dev,2026-09-16,training-20260915-s1
31167658:p00551,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33786588:p00205,fiber,true,dev,2026-09-16,training-20260915-s1
34338772:p00746,dpi,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,fiber,true,dev,2026-09-16,training-20260915-s1
34394311:p00138,submarine_cable,false,dev,2026-09-16,training-20260915-s1
40007594:p00099,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34394311:p00138,data_hosting,false,dev,2026-09-16,training-20260915-s1
34295403:p00121,dpi,false,dev,2026-09-16,training-20260915-s1
31338295:p00285,dpi,true,dev,2026-09-16,training-20260915-s1
31167658:p00647,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33985963:p00143,dpi,false,dev,2026-09-16,training-20260915-s1
33844146:p00137,submarine_cable,true,dev,2026-09-16,training-20260915-s1
31747152:p00235,drm_ews,false,dev,2026-09-16,training-20260915-s1
40081106:p00104,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40095037:p00183,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32321387:p00273,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34049907:p00546,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31889872:p00190,drm_ews,true,dev,2026-09-16,training-20260915-s1
31747152:p00371,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31747152:p00203,fiber,false,dev,2026-09-16,training-20260915-s1
32159893:p00506,dpi,false,dev,2026-09-16,training-20260915-s1
33786588:p00205,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40028045:p00156,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31866361:p00259,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40081106:p00085,cybersecurity,true,dev,2026-09-16,training-20260915-s1
31747152:p00371,drm_ews,false,dev,2026-09-16,training-20260915-s1
31889872:p00225,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34394311:p00142,dpi,false,dev,2026-09-16,training-20260915-s1
33815663:p00226,fiber,false,dev,2026-09-16,training-20260915-s1
33706639:p00324,mobile_towers,false,dev,2026-09-16,training-20260915-s1
40095037:p00183,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33830968:p00215,cybersecurity,true,dev,2026-09-16,training-20260915-s1
40034360:p00116,data_hosting,false,dev,2026-09-16,training-20260915-s1
34428613:p00337,access_connectivity,false,dev,2026-09-16,training-20260915-s1
32321387:p00273,drm_ews,false,dev,2026-09-16,training-20260915-s1
33835348:p00243,dpi,false,dev,2026-09-16,training-20260915-s1
33191006:p00205,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34295403:p00206,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33835348:p00150,dpi,true,dev,2026-09-16,training-20260915-s1
34394311:p00134,dpi,false,dev,2026-09-16,training-20260915-s1
40081960:p00097,drm_ews,false,dev,2026-09-16,training-20260915-s1
34310682:p00152,fiber,false,dev,2026-09-16,training-20260915-s1
33937854:p00447,mobile_towers,true,dev,2026-09-16,training-20260915-s1
40034360:p00116,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33822742:p00175,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34397339:p00159,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33819086:p00157,dpi,false,dev,2026-09-16,training-20260915-s1
34310682:p00134,fiber,true,dev,2026-09-16,training-20260915-s1
40082999:p00060,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34460895:p00179,data_hosting,true,dev,2026-09-16,training-20260915-s1
33107441:p00399,dpi,false,dev,2026-09-16,training-20260915-s1
33753850:p00253,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34022655:p00176,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33844146:p00141,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34428613:p00337,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33819086:p00154,data_hosting,false,dev,2026-09-16,training-20260915-s1
33819086:p00140,submarine_cable,true,dev,2026-09-16,training-20260915-s1
33107441:p00628,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40105675:p00183,data_hosting,false,dev,2026-09-16,training-20260915-s1
34022655:p00392,drm_ews,false,dev,2026-09-16,training-20260915-s1
33706639:p00234,mobile_towers,true,dev,2026-09-16,training-20260915-s1
34295403:p00121,submarine_cable,false,dev,2026-09-16,training-20260915-s1
31747152:p00235,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34310682:p00378,data_hosting,false,dev,2026-09-16,training-20260915-s1
33835349:p00191,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34394311:p00139,fiber,true,dev,2026-09-16,training-20260915-s1
33937854:p00189,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34196134:p00229,data_hosting,false,dev,2026-09-16,training-20260915-s1
31747152:p00524,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33345981:p00266,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33753850:p00267,data_hosting,true,dev,2026-09-16,training-20260915-s1
33107441:p00630,drm_ews,false,dev,2026-09-16,training-20260915-s1
40095037:p00183,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00434,fiber,false,dev,2026-09-16,training-20260915-s1
34254903:p00250,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33706639:p00261,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33345981:p00278,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40081960:p00097,fiber,false,dev,2026-09-16,training-20260915-s1
31866361:p00137,cybersecurity,false,dev,2026-09-16,training-20260915-s1
32321387:p00273,dpi,false,dev,2026-09-16,training-20260915-s1
33862093:p00175,drm_ews,false,dev,2026-09-16,training-20260915-s1
40105675:p00198,fiber,false,dev,2026-09-16,training-20260915-s1
40082999:p00060,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33830968:p00215,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31747152:p00503,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34441286:p00049,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31747152:p00524,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33819612:p00269,fiber,false,dev,2026-09-16,training-20260915-s1
31866361:p00257,submarine_cable,true,dev,2026-09-16,training-20260915-s1
33985963:p00240,dpi,false,dev,2026-09-16,training-20260915-s1
33345981:p00274,submarine_cable,true,dev,2026-09-16,training-20260915-s1
31747152:p00229,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33862093:p00188,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33835349:p00191,fiber,false,dev,2026-09-16,training-20260915-s1
32527137:p00201,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33844146:p00141,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34428613:p00337,drm_ews,false,dev,2026-09-16,training-20260915-s1
33835348:p00489,data_hosting,false,dev,2026-09-16,training-20260915-s1
32159893:p00506,access_connectivity,true,dev,2026-09-16,training-20260915-s1
40083718:p00077,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34338772:p00745,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33819086:p00227,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33345981:p00263,submarine_cable,true,dev,2026-09-16,training-20260915-s1
33812956:p00194,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40081106:p00104,fiber,false,dev,2026-09-16,training-20260915-s1
31747152:p00524,drm_ews,false,dev,2026-09-16,training-20260915-s1
40028045:p00156,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33345981:p00274,mobile_towers,true,dev,2026-09-16,training-20260915-s1
34327188:p00163,dpi,false,dev,2026-09-16,training-20260915-s1
34388773:p00199,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33819086:p00191,data_hosting,false,dev,2026-09-16,training-20260915-s1
34310682:p00147,drm_ews,true,dev,2026-09-16,training-20260915-s1
40081106:p00104,drm_ews,false,dev,2026-09-16,training-20260915-s1
40013198:p00272,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34049907:p00678,data_hosting,true,dev,2026-09-16,training-20260915-s1
31747152:p00524,fiber,false,dev,2026-09-16,training-20260915-s1
33753850:p00331,drm_ews,true,dev,2026-09-16,training-20260915-s1
33819086:p00191,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34388773:p00199,data_hosting,true,dev,2026-09-16,training-20260915-s1
40110459:p00484,dpi,false,dev,2026-09-16,training-20260915-s1
33815663:p00375,dpi,false,dev,2026-09-16,training-20260915-s1
34049907:p00546,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00194,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33813209:p00183,drm_ews,false,dev,2026-09-16,training-20260915-s1
32971756:p00393,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33937854:p00435,dpi,false,dev,2026-09-16,training-20260915-s1
34338772:p00717,access_connectivity,true,dev,2026-09-16,training-20260915-s1
32527137:p00201,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34194833:p00154,fiber,false,dev,2026-09-16,training-20260915-s1
34310682:p00378,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33862093:p00243,dpi,false,dev,2026-09-16,training-20260915-s1
33835348:p00489,drm_ews,true,dev,2026-09-16,training-20260915-s1
40095037:p00183,data_hosting,false,dev,2026-09-16,training-20260915-s1
34394311:p00138,drm_ews,false,dev,2026-09-16,training-20260915-s1
34049907:p00224,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34310682:p00350,data_hosting,true,dev,2026-09-16,training-20260915-s1
31167658:p00199,data_hosting,false,dev,2026-09-16,training-20260915-s1
33985963:p00240,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34394311:p00138,dpi,false,dev,2026-09-16,training-20260915-s1
34327188:p00163,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40042661:p00268,access_connectivity,true,dev,2026-09-16,training-20260915-s1
31866361:p00269,fiber,false,dev,2026-09-16,training-20260915-s1
33844146:p00215,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34022655:p00322,cybersecurity,true,dev,2026-09-16,training-20260915-s1
40087727:p00258,mobile_towers,false,dev,2026-09-16,training-20260915-s1
40110459:p00231,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00447,fiber,false,dev,2026-09-16,training-20260915-s1
40052992:p00160,data_hosting,false,dev,2026-09-16,training-20260915-s1
33812956:p00194,mobile_towers,false,dev,2026-09-16,training-20260915-s1
40110459:p00328,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33830968:p00215,drm_ews,false,dev,2026-09-16,training-20260915-s1
40110459:p00484,submarine_cable,false,dev,2026-09-16,training-20260915-s1
31167658:p00199,fiber,false,dev,2026-09-16,training-20260915-s1
33753850:p00164,drm_ews,false,dev,2026-09-16,training-20260915-s1
40028045:p00156,fiber,false,dev,2026-09-16,training-20260915-s1
34394311:p00140,dpi,false,dev,2026-09-16,training-20260915-s1
33862093:p00175,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33822742:p00175,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40087727:p00258,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34022655:p00322,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33815663:p00226,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34397339:p00159,drm_ews,false,dev,2026-09-16,training-20260915-s1
40081106:p00104,data_hosting,false,dev,2026-09-16,training-20260915-s1
32108178:p00690,data_hosting,true,dev,2026-09-16,training-20260915-s1
33706639:p00194,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34295403:p00121,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31167658:p00524,dpi,false,dev,2026-09-16,training-20260915-s1
34022655:p00176,dpi,false,dev,2026-09-16,training-20260915-s1
34310682:p00378,fiber,false,dev,2026-09-16,training-20260915-s1
40077325:p00041,cybersecurity,false,dev,2026-09-16,training-20260915-s1
31866361:p00262,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33602788:p00206,drm_ews,false,dev,2026-09-16,training-20260915-s1
32971756:p00523,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34388773:p00201,fiber,false,dev,2026-09-16,training-20260915-s1
32971756:p00523,dpi,true,dev,2026-09-16,training-20260915-s1
31889872:p00225,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33819612:p00162,drm_ews,false,dev,2026-09-16,training-20260915-s1
33844146:p00197,data_hosting,false,dev,2026-09-16,training-20260915-s1
33813209:p00183,data_hosting,false,dev,2026-09-16,training-20260915-s1
40042661:p00268,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32527137:p00201,fiber,false,dev,2026-09-16,training-20260915-s1
40013198:p00272,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34388773:p00199,dpi,false,dev,2026-09-16,training-20260915-s1
34049898:p00390,fiber,false,dev,2026-09-16,training-20260915-s1
33706639:p00324,dpi,false,dev,2026-09-16,training-20260915-s1
33345981:p00278,fiber,true,dev,2026-09-16,training-20260915-s1
32971756:p00393,dpi,false,dev,2026-09-16,training-20260915-s1
40109413:p00070,submarine_cable,true,dev,2026-09-16,training-20260915-s1
32159893:p00368,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33602788:p00206,fiber,false,dev,2026-09-16,training-20260915-s1
40052992:p00174,dpi,false,dev,2026-09-16,training-20260915-s1
40042661:p00268,data_hosting,false,dev,2026-09-16,training-20260915-s1
33191006:p00174,fiber,false,dev,2026-09-16,training-20260915-s1
33118666:p00222,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34388773:p00237,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34196134:p00229,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31338295:p00287,dpi,true,dev,2026-09-16,training-20260915-s1
31167658:p00571,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40083718:p00077,fiber,false,dev,2026-09-16,training-20260915-s1
40034360:p00116,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34428613:p00135,dpi,true,dev,2026-09-16,training-20260915-s1
32626249:p00359,cybersecurity,true,dev,2026-09-16,training-20260915-s1
31167658:p00199,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33985963:p00240,data_hosting,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33118666:p00226,dpi,false,dev,2026-09-16,training-20260915-s1
33421881:p00170,fiber,false,dev,2026-09-16,training-20260915-s1
40110459:p00484,data_hosting,false,dev,2026-09-16,training-20260915-s1
34295403:p00206,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31889872:p00194,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33819086:p00191,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00436,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40110459:p00230,dpi,true,dev,2026-09-16,training-20260915-s1
33822742:p00175,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31889872:p00225,drm_ews,true,dev,2026-09-16,training-20260915-s1
33053299:p00254,dpi,false,dev,2026-09-16,training-20260915-s1
33844146:p00154,drm_ews,false,dev,2026-09-16,training-20260915-s1
34194833:p00292,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40042661:p00268,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34397339:p00159,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33753850:p00253,fiber,false,dev,2026-09-16,training-20260915-s1
34338772:p00745,data_hosting,false,dev,2026-09-16,training-20260915-s1
33819086:p00149,dpi,false,dev,2026-09-16,training-20260915-s1
40034360:p00116,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,drm_ews,false,dev,2026-09-16,training-20260915-s1
33118666:p00222,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33835348:p00150,cybersecurity,true,dev,2026-09-16,training-20260915-s1
40095037:p00183,fiber,false,dev,2026-09-16,training-20260915-s1
34397339:p00156,cybersecurity,true,dev,2026-09-16,training-20260915-s1
34295403:p00206,drm_ews,false,dev,2026-09-16,training-20260915-s1
34194833:p00292,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32108178:p00792,drm_ews,true,dev,2026-09-16,training-20260915-s1
31747152:p00715,fiber,false,dev,2026-09-16,training-20260915-s1
33345981:p00266,submarine_cable,true,dev,2026-09-16,training-20260915-s1
40077325:p00041,access_connectivity,true,dev,2026-09-16,training-20260915-s1
34196134:p00229,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33191006:p00157,dpi,true,dev,2026-09-16,training-20260915-s1
40087727:p00258,dpi,false,dev,2026-09-16,training-20260915-s1
33937854:p00194,drm_ews,true,dev,2026-09-16,training-20260915-s1
31747152:p00203,access_connectivity,false,dev,2026-09-16,training-20260915-s1
40083718:p00077,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32321387:p00395,fiber,true,dev,2026-09-16,training-20260915-s1
33862093:p00243,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33815663:p00375,fiber,false,dev,2026-09-16,training-20260915-s1
33812956:p00194,data_hosting,true,dev,2026-09-16,training-20260915-s1
34254903:p00109,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33819086:p00140,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34310682:p00378,dpi,false,dev,2026-09-16,training-20260915-s1
34397339:p00156,dpi,true,dev,2026-09-16,training-20260915-s1
31747152:p00371,fiber,false,dev,2026-09-16,training-20260915-s1
34022655:p00176,drm_ews,false,dev,2026-09-16,training-20260915-s1
33107441:p00399,fiber,false,dev,2026-09-16,training-20260915-s1
33819612:p00269,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40007594:p00099,drm_ews,false,dev,2026-09-16,training-20260915-s1
32159893:p00544,data_hosting,true,dev,2026-09-16,training-20260915-s1
32527137:p00335,fiber,false,dev,2026-09-16,training-20260915-s1
33815663:p00277,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34441286:p00049,dpi,true,dev,2026-09-16,training-20260915-s1
40052992:p00160,fiber,false,dev,2026-09-16,training-20260915-s1
34049907:p00546,access_connectivity,false,dev,2026-09-16,training-20260915-s1
31889872:p00454,data_hosting,false,dev,2026-09-16,training-20260915-s1
31747152:p00715,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34049907:p00143,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33835348:p00499,mobile_towers,true,dev,2026-09-16,training-20260915-s1
34397339:p00159,mobile_towers,false,dev,2026-09-16,training-20260915-s1
34338772:p00725,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32321387:p00395,mobile_towers,true,dev,2026-09-16,training-20260915-s1
33815663:p00158,access_connectivity,false,dev,2026-09-16,training-20260915-s1
33985963:p00149,data_hosting,true,dev,2026-09-16,training-20260915-s1
40087727:p00168,fiber,true,dev,2026-09-16,training-20260915-s1
34338772:p00689,data_hosting,false,dev,2026-09-16,training-20260915-s1
33706639:p00234,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33706639:p00426,drm_ews,true,dev,2026-09-16,training-20260915-s1
32971756:p00523,fiber,false,dev,2026-09-16,training-20260915-s1
34394311:p00139,data_hosting,false,dev,2026-09-16,training-20260915-s1
32321387:p00273,data_hosting,false,dev,2026-09-16,training-20260915-s1
33815663:p00155,cybersecurity,false,dev,2026-09-16,training-20260915-s1
34295403:p00038,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33862093:p00188,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31747152:p00524,cybersecurity,false,dev,2026-09-16,training-20260915-s1
40028045:p00156,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33107441:p00399,submarine_cable,false,dev,2026-09-16,training-20260915-s1
34456824:p00038,dpi,true,dev,2026-09-16,training-20260915-s1
33345981:p00278,drm_ews,false,dev,2026-09-16,training-20260915-s1
34295403:p00206,fiber,false,dev,2026-09-16,training-20260915-s1
34394311:p00084,data_hosting,false,dev,2026-09-16,training-20260915-s1
34049907:p00678,mobile_towers,false,dev,2026-09-16,training-20260915-s1
33985963:p00240,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33753850:p00331,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33819086:p00227,drm_ews,false,dev,2026-09-16,training-20260915-s1
34388773:p00119,dpi,false,dev,2026-09-16,training-20260915-s1
33107441:p00439,access_connectivity,true,dev,2026-09-16,training-20260915-s1
33844146:p00137,fiber,true,dev,2026-09-16,training-20260915-s1
34327188:p00163,data_hosting,false,dev,2026-09-16,training-20260915-s1
33844146:p00215,mobile_towers,false,dev,2026-09-16,training-20260915-s1
40110459:p00328,cybersecurity,true,dev,2026-09-16,training-20260915-s1
33118666:p00197,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33107441:p00439,fiber,false,dev,2026-09-16,training-20260915-s1
34394311:p00134,submarine_cable,true,dev,2026-09-16,training-20260915-s1
34254903:p00109,dpi,false,dev,2026-09-16,training-20260915-s1
34327188:p00163,submarine_cable,false,dev,2026-09-16,training-20260915-s1
33822742:p00477,drm_ews,true,dev,2026-09-16,training-20260915-s1
34295403:p00121,data_hosting,false,dev,2026-09-16,training-20260915-s1
33862093:p00172,fiber,false,dev,2026-09-16,training-20260915-s1
40087727:p00181,data_hosting,true,dev,2026-09-16,training-20260915-s1
33937854:p00434,submarine_cable,false,dev,2026-09-16,training-20260915-s1
32527137:p00335,mobile_towers,false,dev,2026-09-16,training-20260915-s1
31167658:p00199,access_connectivity,false,dev,2026-09-16,training-20260915-s1
34456824:p00038,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33107441:p00630,fiber,true,dev,2026-09-16,training-20260915-s1
40087727:p00317,submarine_cable,true,dev,2026-09-16,training-20260915-s1
34194833:p00154,mobile_towers,false,dev,2026-09-16,training-20260915-s1
32527137:p00201,cybersecurity,false,dev,2026-09-16,training-20260915-s1
33819086:p00157,data_hosting,true,dev,2026-09-16,training-20260915-s1
